0.0083333333,0.0083333333,3.57E-17,0.0055555556,0.0055555556,2.19E-17,0.0037037037,0.0037037037,2.66E-16
0.0083333333,0.025,-3.26E-07,0.0055555556,0.0166666667,-5.57E-08,0.0037037037,0.0111111111,-4.90E-10
0.0083333333,0.0416666667,-1.17E-06,0.0055555556,0.0277777778,-2.69E-07,0.0037037037,0.0185185185,-3.91E-08
0.0083333333,0.0583333333,-2.46E-06,0.0055555556,0.0388888889,-6.52E-07,0.0037037037,0.0259259259,-1.30E-07
0.0083333333,0.075,-4.04E-06,0.0055555556,0.05,-1.19E-06,0.0037037037,0.0333333333,-2.77E-07
0.0083333333,0.0916666667,-5.78E-06,0.0055555556,0.0611111111,-1.84E-06,0.0037037037,0.0407407407,-4.76E-07
0.0083333333,0.1083333333,-7.55E-06,0.0055555556,0.0722222222,-2.57E-06,0.0037037037,0.0481481481,-7.20E-07
0.0083333333,0.125,-9.27E-06,0.0055555556,0.0833333333,-3.37E-06,0.0037037037,0.0555555556,-1.00E-06
0.0083333333,0.1416666667,-1.09E-05,0.0055555556,0.0944444444,-4.19E-06,0.0037037037,0.062962963,-1.32E-06
0.0083333333,0.1583333333,-1.23E-05,0.0055555556,0.1055555556,-5.01E-06,0.0037037037,0.0703703704,-1.66E-06
0.0083333333,0.175,-1.34E-05,0.0055555556,0.1166666667,-5.82E-06,0.0037037037,0.0777777778,-2.02E-06
0.0083333333,0.1916666667,-1.44E-05,0.0055555556,0.1277777778,-6.60E-06,0.0037037037,0.0851851852,-2.38E-06
0.0083333333,0.2083333333,-1.51E-05,0.0055555556,0.1388888889,-7.33E-06,0.0037037037,0.0925925926,-2.76E-06
0.0083333333,0.225,-1.55E-05,0.0055555556,0.15,-8.01E-06,0.0037037037,0.1,-3.14E-06
0.0083333333,0.2416666667,-1.56E-05,0.0055555556,0.1611111111,-8.62E-06,0.0037037037,0.1074074074,-3.51E-06
0.0083333333,0.2583333333,-1.54E-05,0.0055555556,0.1722222222,-9.17E-06,0.0037037037,0.1148148148,-3.88E-06
0.0083333333,0.275,-1.49E-05,0.0055555556,0.1833333333,-9.64E-06,0.0037037037,0.1222222222,-4.24E-06
0.0083333333,0.2916666667,-1.41E-05,0.0055555556,0.1944444444,-1.00E-05,0.0037037037,0.1296296296,-4.59E-06
0.0083333333,0.3083333333,-1.30E-05,0.0055555556,0.2055555556,-1.03E-05,0.0037037037,0.137037037,-4.93E-06
0.0083333333,0.325,-1.17E-05,0.0055555556,0.2166666667,-1.06E-05,0.0037037037,0.1444444444,-5.24E-06
